Sensor,Recording date UTC,Recording start time,Event value,Gaze point X,Gaze point Y,Gaze point left X,Gaze point left Y,Gaze point right X,Gaze point right Y,Gaze direction left X,Gaze direction left Y,Gaze direction left Z,Gaze direction right X,Gaze direction right Y,Gaze direction right Z,Pupil diameter left,Pupil diameter right,Validity left,Validity right,Eye position left X (DACSmm),Eye position left Y (DACSmm),Eye position left Z (DACSmm),Eye position right X (DACSmm),Eye position right Y (DACSmm),Eye position right Z (DACSmm),Gaze point left X (DACSmm),Gaze point left Y (DACSmm),Gaze point right X (DACSmm),Gaze point right Y (DACSmm),Gaze point X (MCSnorm),Gaze point Y (MCSnorm),Gaze point left X (MCSnorm),Gaze point left Y (MCSnorm),Gaze point right X (MCSnorm),Gaze point right Y (MCSnorm),Presented Media height,Eye movement type,Gaze event duration,Eye movement type index,Fixation point X,Fixation point Y,Fixation point X (MCSnorm),Fixation point Y (MCSnorm)
Eye Tracker,16.03.2021,15:30:14.433,0,876.0,321.0,689.0,381.0,1063.0,261.0,"-0,06784","0,14260","-0,98745","-0,00560","0,09569","-0,99540","4,56","4,63",Valid,Valid,"228,4","20,8","577,2","294,6","15,7","579,1","188,8","104,2","291,4","71,3","0,4494","0,2969","0,3367","0,3525","0,5621","0,2413",1080.0,Fixation,133.0,20.0,857.0,330.0,"0,4381","0,3057"
Eye Tracker,16.03.2021,15:30:14.433,0,863.0,337.0,684.0,374.0,1042.0,299.0,"-0,07048","0,13944","-0,98772","-0,01584","0,11375","-0,99338",0,0,Valid,Valid,"228,5","20,8","577,2","294,7","15,6","579,0","187,3","102,3","285,5","81,9","0,4414","0,3117","0,3336","0,3461","0,5492","0,2772",1080.0,Fixation,133.0,20.0,857.0,330.0,"0,4381","0,3057"
Eye Tracker,16.03.2021,15:30:14.433,0,859.0,336.0,673.0,371.0,1045.0,301.0,"-0,07528","0,13819","-0,98754","-0,01438","0,11466","-0,99330",0,0,Valid,Valid,"228,6","20,7","577,2","294,8","15,6","579,1","184,6","101,5","286,4","82,4","0,4394","0,3112","0,3275","0,3435","0,5512","0,2789",1080.0,Fixation,133.0,20.0,857.0,330.0,"0,4381","0,3057"
Eye Tracker,16.03.2021,15:30:14.433,0,858.0,334.0,674.0,371.0,1041.0,298.0,"-0,07525","0,13824","-0,98754","-0,01635","0,11321","-0,99344","4,50","4,59",Valid,Valid,"228,7","20,7","577,3","294,9","15,5","579,1","184,7","101,5","285,4","81,5","0,4383","0,3095","0,3278","0,3433","0,5489","0,2757",1080.0,Fixation,133.0,20.0,857.0,330.0,"0,4381","0,3057"
Eye Tracker,16.03.2021,15:30:14.433,0,857.0,334.0,677.0,371.0,1038.0,296.0,"-0,07413","0,13859","-0,98757","-0,01793","0,11265","-0,99347",0,0,Valid,Valid,"228,8","20,6","577,3","295,0","15,5","579,1","185,4","101,7","284,5","81,1","0,4382","0,3092","0,3294","0,3439","0,5470","0,2745",1080.0,Fixation,133.0,20.0,857.0,330.0,"0,4381","0,3057"
Eye Tracker,16.03.2021,15:30:14.433,0,849.0,321.0,661.0,348.0,1038.0,293.0,"-0,08152","0,12789","-0,98843","-0,01810","0,11126","-0,99363",0,0,Valid,Valid,"228,8","20,6","577,4","295,0","15,4","579,2","181,1","95,3","284,4","80,2","0,4334","0,2969","0,3200","0,3223","0,5469","0,2715",1080.0,Fixation,133.0,20.0,857.0,330.0,"0,4381","0,3057"
Eye Tracker,16.03.2021,15:30:14.433,0,852.0,318.0,661.0,348.0,1043.0,288.0,"-0,08154","0,12804","-0,98841","-0,01566","0,10909","-0,99391","4,51","4,48",Valid,Valid,"228,8","20,4","577,5","295,0","15,3","579,3","181,1","95,3","285,9","78,8","0,4350","0,2945","0,3200","0,3223","0,5501","0,2668",1080.0,Fixation,133.0,20.0,857.0,330.0,"0,4381","0,3057"
Eye Tracker,16.03.2021,15:30:14.433,0,844.0,319.0,652.0,337.0,1035.0,300.0,"-0,08561","0,12308","-0,98870","-0,01949","0,11467","-0,99321",0,0,Valid,Valid,"228,8","20,4","577,6","295,0","15,2","579,3","178,8","92,3","283,6","82,1","0,4299","0,2951","0,3148","0,3123","0,5451","0,2779",1080.0,Fixation,133.0,20.0,857.0,330.0,"0,4381","0,3057"
Eye Tracker,16.03.2021,15:30:14.433,0,857.0,327.0,681.0,359.0,1032.0,294.0,"-0,07205","0,13315","-0,98847","-0,02062","0,11214","-0,99348",0,0,Valid,Valid,"228,7","20,3","577,7","295,0","15,2","579,4","186,6","98,2","282,9","80,6","0,4377","0,3024","0,3319","0,3321","0,5435","0,2726",1080.0,Fixation,133.0,20.0,857.0,330.0,"0,4381","0,3057"
Eye Tracker,16.03.2021,15:30:14.433,0,853.0,331.0,678.0,358.0,1028.0,304.0,"-0,07302","0,13296","-0,98843","-0,02235","0,11687","-0,99290","4,46","4,53",Valid,Valid,"228,6","20,3","577,8","294,9","15,1","579,5","185,9","98,0","281,9","83,3","0,4359","0,3068","0,3306","0,3316","0,5412","0,2819",1080.0,Saccade,17.0,54.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,882.0,299.0,684.0,372.0,1081.0,226.0,"-0,07035","0,13915","-0,98777","0,00227","0,08022","-0,99677",0,0,Valid,Valid,"228,6","20,3","577,9","294,9","15,2","579,5","187,5","101,7","296,2","61,8","0,4533","0,2766","0,3339","0,3441","0,5726","0,2091",1080.0,Saccade,17.0,54.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,885.0,300.0,677.0,377.0,1093.0,223.0,"-0,07338","0,14173","-0,98718","0,00814","0,07873","-0,99686",0,0,Valid,Valid,"228,5","20,3","577,9","294,8","15,1","579,6","185,6","103,2","299,5","60,9","0,4548","0,2777","0,3297","0,3493","0,5799","0,2061",1080.0,Unclassified,8.0,35.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,884.0,301.0,675.0,379.0,1092.0,222.0,"-0,07412","0,14262","-0,98700","0,00787","0,07866","-0,99687","4,48","4,48",Valid,Valid,"228,5","20,2","578,1","294,8","15,1","579,7","185,1","103,7","299,4","60,8","0,4541","0,2784","0,3287","0,3509","0,5796","0,2058",1080.0,Saccade,17.0,55.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,857.0,340.0,674.0,371.0,1040.0,309.0,"-0,07499","0,13871","-0,98749","-0,01660","0,11879","-0,99278",0,0,Valid,Valid,"228,5","20,2","578,1","294,8","15,1","579,7","184,6","101,4","285,1","84,5","0,4380","0,3144","0,3276","0,3431","0,5483","0,2858",1080.0,Saccade,17.0,55.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,855.0,348.0,679.0,375.0,1031.0,322.0,"-0,07226","0,14063","-0,98742","-0,02093","0,12484","-0,99196",0,0,Valid,Valid,"228,5","20,2","578,3","294,8","15,1","579,8","186,2","102,5","282,6","88,0","0,4369","0,3224","0,3311","0,3468","0,5427","0,2979",1080.0,Unclassified,17.0,36.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,860.0,345.0,686.0,377.0,1035.0,313.0,"-0,06922","0,14166","-0,98749","-0,01939","0,12079","-0,99249","4,44","4,31",Valid,Valid,"228,6","20,1","578,4","294,9","15,0","579,9","188,0","103,1","283,6","85,6","0,4400","0,3192","0,3351","0,3487","0,5449","0,2896",1080.0,Unclassified,17.0,36.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,863.0,338.0,686.0,380.0,1039.0,296.0,"-0,06924","0,14332","-0,98725","-0,01732","0,11301","-0,99344",0,0,Valid,Valid,"228,7","20,1","578,5","295,0","15,1","580,0","188,1","104,1","284,9","81,0","0,4415","0,3132","0,3353","0,3522","0,5478","0,2742",1080.0,Saccade,58.0,56.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,862.0,313.0,670.0,349.0,1054.0,277.0,"-0,07677","0,12883","-0,98869","-0,01058","0,10440","-0,99448",0,0,Valid,Valid,"228,7","20,1","578,6","295,0","15,0","580,1","183,8","95,5","288,8","75,9","0,4411","0,2900","0,3257","0,3231","0,5565","0,2569",1080.0,Saccade,58.0,56.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,863.0,318.0,670.0,349.0,1056.0,287.0,"-0,07694","0,12893","-0,98866","-0,00966","0,10906","-0,99399","4,41","4,32",Valid,Valid,"228,7","20,1","578,8","295,0","15,0","580,2","183,7","95,5","289,4","78,7","0,4416","0,2947","0,3255","0,3232","0,5577","0,2662",1080.0,Saccade,58.0,56.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,861.0,352.0,678.0,399.0,1043.0,305.0,"-0,07293","0,15169","-0,98573","-0,01535","0,11698","-0,99302",0,0,Valid,Valid,"228,7","20,1","578,9","294,9","15,1","580,3","185,8","109,2","286,0","83,5","0,4403","0,3260","0,3303","0,3696","0,5502","0,2824",1080.0,Saccade,58.0,56.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,831.0,371.0,656.0,405.0,1007.0,337.0,"-0,08297","0,15422","-0,98455","-0,03230","0,13174","-0,99076",0,0,Valid,Valid,"228,5","20,1","579,0","294,8","15,1","580,3","179,7","110,8","275,9","92,3","0,4224","0,3437","0,3169","0,3750","0,5280","0,3123",1080.0,Saccade,58.0,56.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,805.0,342.0,611.0,374.0,998.0,310.0,"-0,10381","0,13997","-0,98470","-0,03613","0,11923","-0,99221","4,36","4,36",Valid,Valid,"228,5","20,1","579,2","294,7","15,2","580,4","167,4","102,5","273,6","84,9","0,4064","0,3170","0,2898","0,3466","0,5230","0,2873",1080.0,Saccade,58.0,56.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,763.0,397.0,578.0,425.0,947.0,369.0,"-0,11831","0,16273","-0,97955","-0,05978","0,14602","-0,98747",0,0,Valid,Valid,"228,4","20,1","579,2","294,7","15,2","580,4","158,5","116,3","259,5","101,0","0,3811","0,3677","0,2702","0,3937","0,4921","0,3418",1080.0,Saccade,58.0,56.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,754.0,410.0,569.0,438.0,939.0,382.0,"-0,12213","0,16844","-0,97812","-0,06307","0,15163","-0,98642",0,0,Valid,Valid,"228,3","20,0","579,3","294,5","15,2","580,3","155,9","119,8","257,4","104,4","0,3761","0,3793","0,2646","0,4054","0,4875","0,3533",1080.0,Unclassified,17.0,37.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,749.0,400.0,555.0,409.0,943.0,391.0,"-0,12842","0,15544","-0,97946","-0,06132","0,15610","-0,98584","4,34","4,36",Valid,Valid,"228,1","20,0","579,3","294,4","15,2","580,3","152,2","111,9","258,3","107,1","0,3730","0,3705","0,2564","0,3787","0,4895","0,3623",1080.0,Unclassified,17.0,37.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,774.0,399.0,575.0,447.0,973.0,350.0,"-0,11919","0,17278","-0,97772","-0,04705","0,13730","-0,98941",0,0,Valid,Valid,"228,1","20,0","579,2","294,3","15,3","580,1","157,5","122,4","266,8","95,8","0,3881","0,3690","0,2681","0,4141","0,5080","0,3240",1080.0,Saccade,8.0,57.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,766.0,418.0,583.0,447.0,949.0,388.0,"-0,11519","0,17286","-0,97819","-0,05798","0,15468","-0,98626",0,0,Valid,Valid,"228,0","20,0","579,1","294,3","15,3","580,0","159,8","122,3","260,2","106,2","0,3834","0,3867","0,2732","0,4139","0,4935","0,3594",1080.0,Fixation,167.0,21.0,769.0,401.0,"0,3850","0,3714"
Eye Tracker,16.03.2021,15:30:14.433,0,769.0,413.0,587.0,447.0,951.0,379.0,"-0,11349","0,17271","-0,97841","-0,05715","0,15065","-0,98693","4,40","4,22",Valid,Valid,"228,0","20,0","579,1","294,3","15,3","579,9","160,8","122,2","260,7","103,8","0,3851","0,3824","0,2754","0,4135","0,4947","0,3512",1080.0,Fixation,167.0,21.0,769.0,401.0,"0,3850","0,3714"
Eye Tracker,16.03.2021,15:30:14.433,0,765.0,391.0,578.0,405.0,952.0,377.0,"-0,11792","0,15386","-0,98103","-0,05685","0,14969","-0,98710",0,0,Valid,Valid,"228,1","20,1","578,9","294,3","15,3","579,8","158,5","110,9","260,9","103,3","0,3828","0,3623","0,2703","0,3752","0,4952","0,3494",1080.0,Fixation,167.0,21.0,769.0,401.0,"0,3850","0,3714"
Eye Tracker,16.03.2021,15:30:14.433,0,771.0,398.0,587.0,424.0,954.0,372.0,"-0,11376","0,16232","-0,98016","-0,05598","0,14712","-0,98753",0,0,Valid,Valid,"228,1","20,1","578,8","294,4","15,3","579,8","161,0","116,0","261,5","101,7","0,3861","0,3682","0,2757","0,3924","0,4965","0,3441",1080.0,Fixation,167.0,21.0,769.0,401.0,"0,3850","0,3714"
Eye Tracker,16.03.2021,15:30:14.433,0,780.0,383.0,587.0,424.0,973.0,343.0,"-0,11393","0,16227","-0,98015","-0,04725","0,13408","-0,98984","4,33","4,38",Valid,Valid,"228,2","20,1","578,7","294,5","15,3","579,7","161,0","115,9","266,8","93,8","0,3919","0,3548","0,2757","0,3923","0,5081","0,3174",1080.0,Fixation,167.0,21.0,769.0,401.0,"0,3850","0,3714"
Eye Tracker,16.03.2021,15:30:14.433,0,769.0,403.0,588.0,427.0,950.0,380.0,"-0,11376","0,16358","-0,97995","-0,05839","0,15108","-0,98680",0,0,Valid,Valid,"228,4","20,2","578,5","294,6","15,3","579,7","161,2","116,8","260,3","104,0","0,3851","0,3735","0,2763","0,3951","0,4938","0,3519",1080.0,Fixation,167.0,21.0,769.0,401.0,"0,3850","0,3714"
Eye Tracker,16.03.2021,15:30:14.433,0,763.0,407.0,585.0,429.0,941.0,384.0,"-0,11545","0,16468","-0,97957","-0,06252","0,15302","-0,98624",0,0,Valid,Valid,"228,5","20,2","578,2","294,7","15,2","579,7","160,3","117,4","257,9","105,1","0,3814","0,3765","0,2742","0,3973","0,4886","0,3557",1080.0,Fixation,167.0,21.0,769.0,401.0,"0,3850","0,3714"
Eye Tracker,16.03.2021,15:30:14.433,0,767.0,402.0,586.0,433.0,948.0,371.0,"-0,11495","0,16638","-0,97934","-0,05965","0,14703","-0,98733","4,32","4,16",Valid,Valid,"228,5","20,2","578,1","294,8","15,1","579,8","160,7","118,5","259,7","101,4","0,3838","0,3720","0,2751","0,4008","0,4926","0,3431",1080.0,Fixation,167.0,21.0,769.0,401.0,"0,3850","0,3714"
Eye Tracker,16.03.2021,15:30:14.433,0,770.0,401.0,582.0,435.0,957.0,367.0,"-0,11686","0,16716","-0,97898","-0,05550","0,14560","-0,98779",0,0,Valid,Valid,"228,6","20,3","577,9","294,8","15,0","579,8","159,6","119,0","262,2","100,5","0,3854","0,3712","0,2728","0,4025","0,4981","0,3399",1080.0,Fixation,167.0,21.0,769.0,401.0,"0,3850","0,3714"
Eye Tracker,16.03.2021,15:30:14.433,0,769.0,403.0,579.0,437.0,959.0,369.0,"-0,11849","0,16807","-0,97863","-0,05425","0,14655","-0,98771",0,0,Valid,Valid,"228,6","20,3","577,7","294,8","14,9","580,0","158,6","119,5","263,0","100,9","0,3851","0,3729","0,2706","0,4043","0,4997","0,3414",1080.0,Fixation,167.0,21.0,769.0,401.0,"0,3850","0,3714"
Eye Tracker,16.03.2021,15:30:14.433,0,768.0,399.0,578.0,429.0,957.0,369.0,"-0,11891","0,16457","-0,97917","-0,05516","0,14686","-0,98762","4,26","4,13",Valid,Valid,"228,6","20,2","577,7","294,8","14,7","580,3","158,4","117,3","262,4","101,0","0,3843","0,3693","0,2701","0,3969","0,4985","0,3416",1080.0,Fixation,167.0,21.0,769.0,401.0,"0,3850","0,3714"
Eye Tracker,16.03.2021,15:30:14.433,0,773.0,396.0,578.0,425.0,968.0,367.0,"-0,11901","0,16301","-0,97942","-0,05021","0,14623","-0,98798",0,0,Valid,Valid,"228,6","20,2","577,6","294,8","14,5","580,5","158,4","116,4","265,3","100,4","0,3874","0,3668","0,2700","0,3937","0,5048","0,3398",1080.0,Fixation,167.0,21.0,769.0,401.0,"0,3850","0,3714"
Eye Tracker,16.03.2021,15:30:14.433,0,766.0,402.0,577.0,421.0,955.0,383.0,"-0,11943","0,16127","-0,97966","-0,05632","0,15345","-0,98655",0,0,Valid,Valid,"228,5","20,2","577,6","294,8","14,3","580,8","158,1","115,3","261,6","104,7","0,3830","0,3721","0,2693","0,3900","0,4967","0,3542",1080.0,Fixation,167.0,21.0,769.0,401.0,"0,3850","0,3714"
Eye Tracker,16.03.2021,15:30:14.433,0,774.0,396.0,573.0,434.0,974.0,359.0,"-0,12091","0,16695","-0,97852","-0,04734","0,14290","-0,98860","4,17","4,29",Valid,Valid,"228,5","20,1","577,7","294,8","14,2","581,1","157,1","118,7","267,0","98,2","0,3878","0,3669","0,2672","0,4016","0,5085","0,3321",1080.0,Fixation,167.0,21.0,769.0,401.0,"0,3850","0,3714"
Eye Tracker,16.03.2021,15:30:14.433,0,771.0,394.0,579.0,440.0,963.0,347.0,"-0,11821","0,16999","-0,97833","-0,05239","0,13762","-0,98910",0,0,Valid,Valid,"228,5","20,1","577,7","294,8","14,1","581,3","158,7","120,5","264,0","95,0","0,3864","0,3645","0,2707","0,4078","0,5020","0,3213",1080.0,Fixation,167.0,21.0,769.0,401.0,"0,3850","0,3714"
Eye Tracker,16.03.2021,15:30:14.433,0,766.0,419.0,583.0,452.0,949.0,385.0,"-0,11639","0,17539","-0,97760","-0,05899","0,15490","-0,98617",0,0,Valid,Valid,"228,5","20,1","577,7","294,8","13,9","581,7","159,7","123,8","260,0","105,3","0,3831","0,3875","0,2729","0,4188","0,4932","0,3563",1080.0,Fixation,167.0,21.0,769.0,401.0,"0,3850","0,3714"
Eye Tracker,16.03.2021,15:30:14.433,0,767.0,407.0,581.0,439.0,953.0,376.0,"-0,11730","0,16928","-0,97856","-0,05732","0,15088","-0,98689","4,20","4,11",Valid,Valid,"228,5","20,1","577,8","294,9","13,8","581,9","159,3","120,1","261,1","102,8","0,3838","0,3770","0,2719","0,4063","0,4956","0,3477",1080.0,Fixation,167.0,21.0,769.0,401.0,"0,3850","0,3714"
Eye Tracker,16.03.2021,15:30:14.433,0,763.0,409.0,572.0,438.0,954.0,380.0,"-0,12141","0,16888","-0,97813","-0,05697","0,15292","-0,98659",0,0,Valid,Valid,"228,6","20,2","577,8","295,0","13,7","582,2","156,9","119,9","261,4","104,0","0,3815","0,3788","0,2668","0,4058","0,4962","0,3518",1080.0,Fixation,167.0,21.0,769.0,401.0,"0,3850","0,3714"
Eye Tracker,16.03.2021,15:30:14.433,0,767.0,394.0,574.0,438.0,960.0,351.0,"-0,12065","0,16878","-0,97824","-0,05421","0,13993","-0,98868",0,0,Valid,Valid,"228,6","20,1","577,9","295,0","13,6","582,4","157,4","119,8","263,1","96,0","0,3839","0,3652","0,2678","0,4055","0,5000","0,3249",1080.0,Fixation,167.0,21.0,769.0,401.0,"0,3850","0,3714"
Eye Tracker,16.03.2021,15:30:14.433,0,774.0,394.0,579.0,438.0,969.0,350.0,"-0,11873","0,16879","-0,97847","-0,04990","0,13950","-0,98896","4,22","4,09",Valid,Valid,"228,7","20,1","577,9","295,1","13,5","582,7","158,6","119,8","265,7","95,7","0,3881","0,3645","0,2704","0,4053","0,5057","0,3237",1080.0,Fixation,167.0,21.0,769.0,401.0,"0,3850","0,3714"
Eye Tracker,16.03.2021,15:30:14.433,0,780.0,399.0,585.0,453.0,974.0,345.0,"-0,11570","0,17564","-0,97763","-0,04777","0,13776","-0,98931",0,0,Valid,Valid,"228,8","20,1","577,9","295,1","13,4","582,8","160,4","123,9","267,0","94,5","0,3915","0,3696","0,2744","0,4193","0,5085","0,3199",1080.0,Saccade,17.0,58.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,949.0,404.0,0.0,0.0,949.0,404.0,0,0,0,"-0,05929","0,16439","-0,98461",0,0,Invalid,Valid,0,0,0,"295,1","13,2","582,9",0,0,"260,0","110,6","0,4932","0,3740",0,0,"0,4932","0,3740",1080.0,Saccade,17.0,58.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Invalid,Invalid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080.0,EyesNotFound,75.0,5.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Invalid,Invalid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080.0,EyesNotFound,75.0,5.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Invalid,Invalid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080.0,EyesNotFound,75.0,5.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Invalid,Invalid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080.0,EyesNotFound,75.0,5.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Invalid,Invalid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080.0,EyesNotFound,75.0,5.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Invalid,Invalid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080.0,EyesNotFound,75.0,5.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Invalid,Invalid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080.0,EyesNotFound,75.0,5.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Invalid,Invalid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080.0,EyesNotFound,75.0,5.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Invalid,Invalid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080.0,EyesNotFound,75.0,5.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,907.0,725.0,0.0,0.0,907.0,725.0,0,0,0,"-0,07524","0,30258","-0,95015",0,"3,21",Invalid,Valid,0,0,0,"294,7","12,5","583,4",0,0,"248,5","198,3","0,4679","0,6710",0,0,"0,4679","0,6710",1080.0,Saccade,50.0,59.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,401.0,445.0,401.0,445.0,0.0,0.0,"-0,19784","0,17051","-0,96529",0,0,0,0,0,Valid,Invalid,"228,3","19,7","577,8",0,0,0,"109,9","121,8",0,0,"0,1636","0,4121","0,1636","0,4121",0,0,1080.0,Saccade,50.0,59.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,468.0,395.0,468.0,395.0,0.0,0.0,"-0,16864","0,14910","-0,97434",0,0,0,0,0,Valid,Invalid,"228,4","19,8","577,8",0,0,0,"128,4","108,2",0,0,"0,2042","0,3660","0,2042","0,3660",0,0,1080.0,Saccade,50.0,59.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,714.0,417.0,520.0,437.0,908.0,396.0,"-0,14502","0,16852","-0,97497","-0,07753","0,16133","-0,98385","4,11","4,06",Valid,Valid,"228,5","19,8","577,8","294,9","12,7","583,4","142,5","119,7","248,9","108,3","0,3520","0,3857","0,2352","0,4049","0,4688","0,3665",1080.0,Saccade,50.0,59.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,726.0,382.0,554.0,429.0,898.0,334.0,"-0,12968","0,16496","-0,97774","-0,08260","0,13325","-0,98763",0,0,Valid,Valid,"228,6","19,9","577,8","295,0","12,7","583,4","151,9","117,4","246,2","91,5","0,3593","0,3533","0,2559","0,3971","0,4628","0,3095",1080.0,Saccade,50.0,59.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,746.0,370.0,566.0,408.0,926.0,332.0,"-0,12446","0,15546","-0,97997","-0,06987","0,13241","-0,98873",0,0,Valid,Valid,"228,6","19,9","577,9","295,0","12,8","583,5","155,2","111,6","253,8","90,9","0,3713","0,3425","0,2631","0,3774","0,4795","0,3076",1080.0,Saccade,50.0,59.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,742.0,368.0,560.0,401.0,923.0,334.0,"-0,12739","0,15259","-0,98005","-0,07121","0,13322","-0,98853","4,04","4,10",Valid,Valid,"228,7","19,9","578,0","295,1","12,8","583,6","153,6","109,9","253,1","91,4","0,3687","0,3405","0,2594","0,3717","0,4779","0,3093",1080.0,Unclassified,50.0,38.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,744.0,357.0,556.0,396.0,932.0,318.0,"-0,12952","0,15017","-0,98014","-0,06721","0,12611","-0,98974",0,0,Valid,Valid,"228,7","19,9","578,0","295,2","12,6","583,9","152,4","108,4","255,5","87,1","0,3700","0,3307","0,2568","0,3669","0,4833","0,2945",1080.0,Unclassified,50.0,38.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,747.0,377.0,565.0,424.0,929.0,329.0,"-0,12504","0,16310","-0,97865","-0,06849","0,13148","-0,98895",0,0,Valid,Valid,"228,7","19,8","578,2","295,2","12,5","584,3","154,8","116,2","254,7","90,2","0,3719","0,3490","0,2622","0,3930","0,4815","0,3051",1080.0,Unclassified,50.0,38.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,748.0,374.0,567.0,422.0,929.0,326.0,"-0,12419","0,16216","-0,97892","-0,06848","0,13028","-0,98911","4,08","4,11",Valid,Valid,"228,7","19,7","578,4","295,2","12,3","584,7","155,3","115,5","254,7","89,3","0,3724","0,3464","0,2633","0,3908","0,4816","0,3020",1080.0,Unclassified,50.0,38.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,759.0,368.0,574.0,433.0,944.0,302.0,"-0,12077","0,16717","-0,97850","-0,06179","0,11963","-0,99089",0,0,Valid,Valid,"228,7","19,6","578,6","295,2","12,1","585,1","157,3","118,5","258,7","82,8","0,3790","0,3405","0,2676","0,4009","0,4904","0,2801",1080.0,Unclassified,50.0,38.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,763.0,361.0,574.0,427.0,952.0,296.0,"-0,12071","0,16440","-0,97898","-0,05802","0,11716","-0,99142",0,0,Valid,Valid,"228,6","19,5","578,9","295,1","11,9","585,4","157,2","116,7","260,9","81,1","0,3813","0,3347","0,2674","0,3950","0,4951","0,2744",1080.0,Unclassified,50.0,38.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,764.0,368.0,578.0,431.0,950.0,305.0,"-0,11844","0,16673","-0,97886","-0,05875","0,12160","-0,99084","4,08","4,09",Valid,Valid,"228,5","19,4","579,2","295,2","11,7","585,8","158,5","118,0","260,4","83,6","0,3821","0,3411","0,2702","0,3993","0,4941","0,2828",1080.0,Saccade,17.0,60.0,0.0,0.0,0,0
